Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2023-06-01,8:30p,Miami Heat,93,Denver Nuggets,104,https://www.basketball-reference.com//boxscores/202306010DEN.html,,"19,528",Ball Arena,Playoffs
2023-06-04,8:00p,Miami Heat,111,Denver Nuggets,108,https://www.basketball-reference.com//boxscores/202306040DEN.html,,"19,537",Ball Arena,Playoffs
2023-06-07,8:30p,Denver Nuggets,109,Miami Heat,94,https://www.basketball-reference.com//boxscores/202306070MIA.html,,"20,019",Kaseya Center,Playoffs
2023-06-09,8:30p,Denver Nuggets,108,Miami Heat,95,https://www.basketball-reference.com//boxscores/202306090MIA.html,,"20,184",Kaseya Center,Playoffs
2023-06-12,8:30p,Miami Heat,89,Denver Nuggets,94,https://www.basketball-reference.com//boxscores/202306120DEN.html,,"19,537",Ball Arena,Playoffs
2023-10-24,7:30p,Los Angeles Lakers,107,Denver Nuggets,119,https://www.basketball-reference.com//boxscores/202310240DEN.html,,"19,842",Ball Arena,
2023-10-24,10:00p,Phoenix Suns,108,Golden State Warriors,104,https://www.basketball-reference.com//boxscores/202310240GSW.html,,"18,064",Chase Center,
2023-10-25,7:00p,Houston Rockets,86,Orlando Magic,116,https://www.basketball-reference.com//boxscores/202310250ORL.html,,"18,846",Amway Center,
2023-10-25,7:00p,Boston Celtics,108,New York Knicks,104,https://www.basketball-reference.com//boxscores/202310250NYK.html,,"19,812",Madison Square Garden (IV),
2023-10-25,7:00p,Washington Wizards,120,Indiana Pacers,143,https://www.basketball-reference.com//boxscores/202310250IND.html,,"16,004",Gainbridge Fieldhouse,
2023-10-25,7:00p,Atlanta Hawks,110,Charlotte Hornets,116,https://www.basketball-reference.com//boxscores/202310250CHO.html,,"16,129",Spectrum Center,
2023-10-25,7:30p,Detroit Pistons,102,Miami Heat,103,https://www.basketball-reference.com//boxscores/202310250MIA.html,,"19,695",Kaseya Center,
2023-10-25,7:30p,Minnesota Timberwolves,94,Toronto Raptors,97,https://www.basketball-reference.com//boxscores/202310250TOR.html,,"19,800",Scotiabank Arena,
2023-10-25,7:30p,Cleveland Cavaliers,114,Brooklyn Nets,113,https://www.basketball-reference.com//boxscores/202310250BRK.html,,"17,931",Barclays Center,
2023-10-25,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,104,https://www.basketball-reference.com//boxscores/202310250MEM.html,,"17,798",FedEx Forum,
2023-10-25,8:00p,Oklahoma City Thunder,124,Chicago Bulls,104,https://www.basketball-reference.com//boxscores/202310250CHI.html,,"21,369",United Center,
2023-10-25,9:00p,Sacramento Kings,130,Utah Jazz,114,https://www.basketball-reference.com//boxscores/202310250UTA.html,,"18,206",Delta Center,
2023-10-25,9:30p,Dallas Mavericks,126,San Antonio Spurs,119,https://www.basketball-reference.com//boxscores/202310250SAS.html,,"18,947",Frost Bank Center,
2023-10-25,10:30p,Portland Trail Blazers,111,Los Angeles Clippers,123,https://www.basketball-reference.com//boxscores/202310250LAC.html,,"19,370",Crypto.com Arena,
2023-10-26,7:30p,Philadelphia 76ers,117,Milwaukee Bucks,118,https://www.basketball-reference.com//boxscores/202310260MIL.html,,"17,783",Fiserv Forum,
2023-10-26,10:00p,Phoenix Suns,95,Los Angeles Lakers,100,https://www.basketball-reference.com//boxscores/202310260LAL.html,,"18,997",Crypto.com Arena,
2023-10-27,7:00p,Denver Nuggets,108,Memphis Grizzlies,104,https://www.basketball-reference.com//boxscores/202310270MEM.html,,"16,617",FedEx Forum,
2023-10-27,7:00p,Detroit Pistons,111,Charlotte Hornets,99,https://www.basketball-reference.com//boxscores/202310270CHO.html,,"15,855",Spectrum Center,
2023-10-27,7:30p,New York Knicks,126,Atlanta Hawks,120,https://www.basketball-reference.com//boxscores/202310270ATL.html,,"17,692",State Farm Arena,
2023-10-27,7:30p,Oklahoma City Thunder,108,Cleveland Cavaliers,105,https://www.basketball-reference.com//boxscores/202310270CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-10-27,7:30p,Miami Heat,111,Boston Celtics,119,https://www.basketball-reference.com//boxscores/202310270BOS.html,,"19,156",TD Garden,
2023-10-27,8:00p,Toronto Raptors,103,Chicago Bulls,104,https://www.basketball-reference.com//boxscores/202310270CHI.html,OT,"19,555",United Center,
2023-10-27,8:00p,Houston Rockets,122,San Antonio Spurs,126,https://www.basketball-reference.com//boxscores/202310270SAS.html,OT,"18,354",Frost Bank Center,
2023-10-27,8:30p,Brooklyn Nets,120,Dallas Mavericks,125,https://www.basketball-reference.com//boxscores/202310270DAL.html,,"20,238",American Airlines Center,
2023-10-27,9:30p,Los Angeles Clippers,118,Utah Jazz,120,https://www.basketball-reference.com//boxscores/202310270UTA.html,,"18,206",Delta Center,
2023-10-27,10:00p,Orlando Magic,102,Portland Trail Blazers,97,https://www.basketball-reference.com//boxscores/202310270POR.html,,"19,464",Moda Center,
2023-10-27,10:00p,Golden State Warriors,122,Sacramento Kings,114,https://www.basketball-reference.com//boxscores/202310270SAC.html,,"18,250",Golden 1 Center,
2023-10-28,7:00p,Chicago Bulls,102,Detroit Pistons,118,https://www.basketball-reference.com//boxscores/202310280DET.html,,"20,062",Little Caesars Arena,
2023-10-28,7:00p,Memphis Grizzlies,106,Washington Wizards,113,https://www.basketball-reference.com//boxscores/202310280WAS.html,,"16,191",Capital One Arena,
2023-10-28,7:00p,New York Knicks,87,New Orleans Pelicans,96,https://www.basketball-reference.com//boxscores/202310280NOP.html,,"16,331",Smoothie King Center,
2023-10-28,7:30p,Indiana Pacers,125,Cleveland Cavaliers,113,https://www.basketball-reference.com//boxscores/202310280CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-10-28,7:30p,Philadelphia 76ers,114,Toronto Raptors,107,https://www.basketball-reference.com//boxscores/202310280TOR.html,,"19,800",Scotiabank Arena,
2023-10-28,8:00p,Miami Heat,90,Minnesota Timberwolves,106,https://www.basketball-reference.com//boxscores/202310280MIN.html,,"18,024",Target Center,
2023-10-28,10:00p,Utah Jazz,104,Phoenix Suns,126,https://www.basketball-reference.com//boxscores/202310280PHO.html,,"17,071",Footprint Center,
2023-10-29,3:30p,Denver Nuggets,128,Oklahoma City Thunder,95,https://www.basketball-reference.com//boxscores/202310290OKC.html,,"18,203",Paycom Center,
2023-10-29,7:00p,Golden State Warriors,106,Houston Rockets,95,https://www.basketball-reference.com//boxscores/202310290HOU.html,,"18,055",Toyota Center,
2023-10-29,7:00p,Atlanta Hawks,127,Milwaukee Bucks,110,https://www.basketball-reference.com//boxscores/202310290MIL.html,,"17,341",Fiserv Forum,
2023-10-29,7:30p,Portland Trail Blazers,98,Philadelphia 76ers,126,https://www.basketball-reference.com//boxscores/202310290PHI.html,,"19,768",Wells Fargo Center,
2023-10-29,9:00p,San Antonio Spurs,83,Los Angeles Clippers,123,https://www.basketball-reference.com//boxscores/202310290LAC.html,,"19,370",Crypto.com Arena,
2023-10-29,9:00p,Los Angeles Lakers,127,Sacramento Kings,132,https://www.basketball-reference.com//boxscores/202310290SAC.html,OT,"18,198",Golden 1 Center,
2023-10-30,7:00p,Chicago Bulls,112,Indiana Pacers,105,https://www.basketball-reference.com//boxscores/202310300IND.html,,"15,021",Gainbridge Fieldhouse,
2023-10-30,7:00p,Boston Celtics,126,Washington Wizards,107,https://www.basketball-reference.com//boxscores/202310300WAS.html,,"17,898",Capital One Arena,
2023-10-30,7:00p,Brooklyn Nets,133,Charlotte Hornets,121,https://www.basketball-reference.com//boxscores/202310300CHO.html,,"14,491",Spectrum Center,
2023-10-30,7:30p,Portland Trail Blazers,99,Toronto Raptors,91,https://www.basketball-reference.com//boxscores/202310300TOR.html,,"19,266",Scotiabank Arena,
2023-10-30,7:30p,Minnesota Timberwolves,113,Atlanta Hawks,127,https://www.basketball-reference.com//boxscores/202310300ATL.html,,"15,504",State Farm Arena,
2023-10-30,8:00p,Dallas Mavericks,125,Memphis Grizzlies,110,https://www.basketball-reference.com//boxscores/202310300MEM.html,,"15,031",FedEx Forum,
2023-10-30,8:00p,Miami Heat,114,Milwaukee Bucks,122,https://www.basketball-reference.com//boxscores/202310300MIL.html,,"17,341",Fiserv Forum,
2023-10-30,8:00p,Golden State Warriors,130,New Orleans Pelicans,102,https://www.basketball-reference.com//boxscores/202310300NOP.html,,"17,286",Smoothie King Center,
2023-10-30,8:00p,Detroit Pistons,112,Oklahoma City Thunder,124,https://www.basketball-reference.com//boxscores/202310300OKC.html,,"16,127",Paycom Center,
2023-10-30,9:00p,Utah Jazz,102,Denver Nuggets,110,https://www.basketball-reference.com//boxscores/202310300DEN.html,,"19,671",Ball Arena,
2023-10-30,10:30p,Orlando Magic,103,Los Angeles Lakers,106,https://www.basketball-reference.com//boxscores/202310300LAL.html,,"18,997",Crypto.com Arena,
2023-10-31,7:30p,New York Knicks,109,Cleveland Cavaliers,91,https://www.basketball-reference.com//boxscores/202310310CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-10-31,10:00p,San Antonio Spurs,115,Phoenix Suns,114,https://www.basketball-reference.com//boxscores/202310310PHO.html,,"17,071",Footprint Center,
2023-10-31,10:30p,Orlando Magic,102,Los Angeles Clippers,118,https://www.basketball-reference.com//boxscores/202310310LAC.html,,"14,014",Crypto.com Arena,
2023-11-01,7:00p,Portland Trail Blazers,110,Detroit Pistons,101,https://www.basketball-reference.com//boxscores/202311010DET.html,,"16,912",Little Caesars Arena,
2023-11-01,7:00p,Milwaukee Bucks,111,Toronto Raptors,130,https://www.basketball-reference.com//boxscores/202311010TOR.html,,"19,800",Scotiabank Arena,
2023-11-01,7:30p,Washington Wizards,121,Atlanta Hawks,130,https://www.basketball-reference.com//boxscores/202311010ATL.html,,"15,925",State Farm Arena,
2023-11-01,7:30p,Indiana Pacers,104,Boston Celtics,155,https://www.basketball-reference.com//boxscores/202311010BOS.html,,"19,156",TD Garden,
2023-11-01,7:30p,Brooklyn Nets,109,Miami Heat,105,https://www.basketball-reference.com//boxscores/202311010MIA.html,,"19,600",Kaseya Center,
2023-11-01,7:30p,Cleveland Cavaliers,95,New York Knicks,89,https://www.basketball-reference.com//boxscores/202311010NYK.html,,"19,812",Madison Square Garden (IV),
2023-11-01,7:30p,New Orleans Pelicans,110,Oklahoma City Thunder,106,https://www.basketball-reference.com//boxscores/202311010OKC.html,,"15,764",Paycom Center,
2023-11-01,8:00p,Charlotte Hornets,119,Houston Rockets,128,https://www.basketball-reference.com//boxscores/202311010HOU.html,,"16,263",Toyota Center,
2023-11-01,8:00p,Denver Nuggets,89,Minnesota Timberwolves,110,https://www.basketball-reference.com//boxscores/202311010MIN.html,,"18,024",Target Center,
2023-11-01,8:30p,Chicago Bulls,105,Dallas Mavericks,114,https://www.basketball-reference.com//boxscores/202311010DAL.html,,"20,103",American Airlines Center,
2023-11-01,9:00p,Memphis Grizzlies,109,Utah Jazz,133,https://www.basketball-reference.com//boxscores/202311010UTA.html,,"18,206",Delta Center,
2023-11-01,10:00p,Sacramento Kings,101,Golden State Warriors,102,https://www.basketball-reference.com//boxscores/202311010GSW.html,,"18,064",Chase Center,
2023-11-01,10:00p,Los Angeles Clippers,125,Los Angeles Lakers,130,https://www.basketball-reference.com//boxscores/202311010LAL.html,OT,"18,997",Crypto.com Arena,
2023-11-02,7:00p,Toronto Raptors,99,Philadelphia 76ers,114,https://www.basketball-reference.com//boxscores/202311020PHI.html,,"19,773",Wells Fargo Center,
2023-11-02,8:00p,Detroit Pistons,116,New Orleans Pelicans,125,https://www.basketball-reference.com//boxscores/202311020NOP.html,,"15,884",Smoothie King Center,
2023-11-02,9:00p,Orlando Magic,115,Utah Jazz,113,https://www.basketball-reference.com//boxscores/202311020UTA.html,,"18,206",Delta Center,
2023-11-02,10:00p,San Antonio Spurs,132,Phoenix Suns,121,https://www.basketball-reference.com//boxscores/202311020PHO.html,,"17,071",Footprint Center,
2023-11-03,7:00p,Cleveland Cavaliers,116,Indiana Pacers,121,https://www.basketball-reference.com//boxscores/202311030IND.html,,"16,744",Gainbridge Fieldhouse,In-Season Tournament
2023-11-03,7:30p,New York Knicks,105,Milwaukee Bucks,110,https://www.basketball-reference.com//boxscores/202311030MIL.html,,"17,717",Fiserv Forum,In-Season Tournament
2023-11-03,8:00p,Brooklyn Nets,109,Chicago Bulls,107,https://www.basketball-reference.com//boxscores/202311030CHI.html,,"20,645",United Center,In-Season Tournament
2023-11-03,8:00p,Washington Wizards,114,Miami Heat,121,https://www.basketball-reference.com//boxscores/202311030MIA.html,,"19,660",Kaseya Center,In-Season Tournament
2023-11-03,8:00p,Golden State Warriors,141,Oklahoma City Thunder,139,https://www.basketball-reference.com//boxscores/202311030OKC.html,,"16,827",Paycom Center,In-Season Tournament
2023-11-03,10:00p,Dallas Mavericks,114,Denver Nuggets,125,https://www.basketball-reference.com//boxscores/202311030DEN.html,,"19,729",Ball Arena,In-Season Tournament
2023-11-03,10:00p,Memphis Grizzlies,113,Portland Trail Blazers,115,https://www.basketball-reference.com//boxscores/202311030POR.html,OT,"18,592",Moda Center,In-Season Tournament
2023-11-04,1:00p,Phoenix Suns,100,Philadelphia 76ers,112,https://www.basketball-reference.com//boxscores/202311040PHI.html,,"19,796",Wells Fargo Center,
2023-11-04,7:00p,Charlotte Hornets,125,Indiana Pacers,124,https://www.basketball-reference.com//boxscores/202311040IND.html,,"15,945",Gainbridge Fieldhouse,
2023-11-04,7:00p,Atlanta Hawks,123,New Orleans Pelicans,105,https://www.basketball-reference.com//boxscores/202311040NOP.html,,"17,237",Smoothie King Center,
2023-11-04,7:00p,Los Angeles Lakers,101,Orlando Magic,120,https://www.basketball-reference.com//boxscores/202311040ORL.html,,"18,846",Amway Center,
2023-11-04,8:00p,Boston Celtics,124,Brooklyn Nets,114,https://www.basketball-reference.com//boxscores/202311040BRK.html,,"17,983",Barclays Center,
2023-11-04,8:00p,Sacramento Kings,89,Houston Rockets,107,https://www.basketball-reference.com//boxscores/202311040HOU.html,,"18,055",Toyota Center,
2023-11-04,8:00p,Utah Jazz,95,Minnesota Timberwolves,123,https://www.basketball-reference.com//boxscores/202311040MIN.html,,"18,024",Target Center,
2023-11-04,9:00p,Chicago Bulls,101,Denver Nuggets,123,https://www.basketball-reference.com//boxscores/202311040DEN.html,,"19,610",Ball Arena,
2023-11-05,3:00p,Phoenix Suns,120,Detroit Pistons,106,https://www.basketball-reference.com//boxscores/202311050DET.html,,"20,062",Little Caesars Arena,
2023-11-05,3:30p,Toronto Raptors,123,San Antonio Spurs,116,https://www.basketball-reference.com//boxscores/202311050SAS.html,OT,"18,354",Frost Bank Center,
2023-11-05,6:00p,Golden State Warriors,104,Cleveland Cavaliers,115,https://www.basketball-reference.com//boxscores/202311050CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-11-05,7:30p,Charlotte Hornets,118,Dallas Mavericks,124,https://www.basketball-reference.com//boxscores/202311050DAL.html,,"20,052",American Airlines Center,
2023-11-05,9:00p,Memphis Grizzlies,112,Portland Trail Blazers,100,https://www.basketball-reference.com//boxscores/202311050POR.html,,"18,187",Moda Center,
2023-11-06,7:00p,Golden State Warriors,120,Detroit Pistons,109,https://www.basketball-reference.com//boxscores/202311060DET.html,,"20,062",Little Caesars Arena,
2023-11-06,7:00p,San Antonio Spurs,111,Indiana Pacers,152,https://www.basketball-reference.com//boxscores/202311060IND.html,,"15,129",Gainbridge Fieldhouse,
2023-11-06,7:00p,Dallas Mavericks,117,Orlando Magic,102,https://www.basketball-reference.com//boxscores/202311060ORL.html,,"19,409",Amway Center,
2023-11-06,7:00p,Washington Wizards,128,Philadelphia 76ers,146,https://www.basketball-reference.com//boxscores/202311060PHI.html,,"19,765",Wells Fargo Center,
2023-11-06,7:30p,Milwaukee Bucks,129,Brooklyn Nets,125,https://www.basketball-reference.com//boxscores/202311060BRK.html,,"17,935",Barclays Center,
2023-11-06,7:30p,Los Angeles Lakers,107,Miami Heat,108,https://www.basketball-reference.com//boxscores/202311060MIA.html,,"19,725",Kaseya Center,
2023-11-06,7:30p,Los Angeles Clippers,97,New York Knicks,111,https://www.basketball-reference.com//boxscores/202311060NYK.html,,"19,812",Madison Square Garden (IV),
2023-11-06,8:00p,Utah Jazz,113,Chicago Bulls,130,https://www.basketball-reference.com//boxscores/202311060CHI.html,,"18,031",United Center,
2023-11-06,8:00p,Sacramento Kings,97,Houston Rockets,122,https://www.basketball-reference.com//boxscores/202311060HOU.html,,"15,130",Toyota Center,
2023-11-06,8:00p,Boston Celtics,109,Minnesota Timberwolves,114,https://www.basketball-reference.com//boxscores/202311060MIN.html,OT,"18,024",Target Center,
2023-11-06,8:00p,Atlanta Hawks,117,Oklahoma City Thunder,126,https://www.basketball-reference.com//boxscores/202311060OKC.html,,"16,486",Paycom Center,
2023-11-06,9:00p,New Orleans Pelicans,116,Denver Nuggets,134,https://www.basketball-reference.com//boxscores/202311060DEN.html,,"19,544",Ball Arena,
2023-11-08,7:00p,Washington Wizards,132,Charlotte Hornets,116,https://www.basketball-reference.com//boxscores/202311080CHO.html,,"14,267",Spectrum Center,
2023-11-08,7:00p,Utah Jazz,118,Indiana Pacers,134,https://www.basketball-reference.com//boxscores/202311080IND.html,,"14,509",Gainbridge Fieldhouse,
2023-11-08,7:00p,Boston Celtics,103,Philadelphia 76ers,106,https://www.basketball-reference.com//boxscores/202311080PHI.html,,"19,953",Wells Fargo Center,
2023-11-08,7:30p,Los Angeles Clippers,93,Brooklyn Nets,100,https://www.basketball-reference.com//boxscores/202311080BRK.html,,"17,933",Barclays Center,
2023-11-08,7:30p,San Antonio Spurs,105,New York Knicks,126,https://www.basketball-reference.com//boxscores/202311080NYK.html,,"19,812",Madison Square Garden (IV),
2023-11-08,8:00p,Phoenix Suns,116,Chicago Bulls,115,https://www.basketball-reference.com//boxscores/202311080CHI.html,OT,"18,220",United Center,
2023-11-08,8:00p,Los Angeles Lakers,94,Houston Rockets,128,https://www.basketball-reference.com//boxscores/202311080HOU.html,,"18,055",Toyota Center,
2023-11-08,8:00p,Miami Heat,108,Memphis Grizzlies,102,https://www.basketball-reference.com//boxscores/202311080MEM.html,,"16,781",FedEx Forum,
2023-11-08,8:00p,Detroit Pistons,118,Milwaukee Bucks,120,https://www.basketball-reference.com//boxscores/202311080MIL.html,,"17,341",Fiserv Forum,
